9.323843002319335938e+00 7.432048320770263672e+00 6.618948459625244141e+00 6.193053722381591797e+00 5.980121612548828125e+00 0.000000000000000000e+00
4.400648117065429688e+01 4.212115478515625000e+01 4.128742218017578125e+01 4.086212539672851562e+01 4.065086364746093750e+01 9.999999776482582092e-03
4.493525695800781250e+01 4.305274200439453125e+01 4.219392013549804688e+01 4.176883697509765625e+01 4.155601501464843750e+01 1.999999955296516418e-02
4.558571624755859375e+01 4.370334625244140625e+01 4.282199096679687500e+01 4.239722442626953125e+01 4.217847824096679688e+01 2.999999932944774628e-02
4.612896728515625000e+01 4.423887634277343750e+01 4.333366394042968750e+01 4.290777587890625000e+01 4.268379592895507812e+01 3.999999910593032837e-02
4.655490875244140625e+01 4.466025543212890625e+01 4.373350143432617188e+01 4.330628967285156250e+01 4.307808303833007812e+01 4.999999701976776123e-02
4.695071029663085938e+01 4.504358673095703125e+01 4.409729385375976562e+01 4.366444015502929688e+01 4.342826080322265625e+01 5.999999865889549255e-02
4.726985931396484375e+01 4.535146713256835938e+01 4.439379882812500000e+01 4.395466613769531250e+01 4.371146011352539062e+01 7.000000029802322388e-02
4.758651733398437500e+01 4.565661239624023438e+01 4.468027496337890625e+01 4.423266601562500000e+01 4.398535537719726562e+01 7.999999821186065674e-02
4.784524536132812500e+01 4.590895080566406250e+01 4.491420364379882812e+01 4.446047973632812500e+01 4.421225357055664062e+01 8.999999612569808960e-02
4.811596679687500000e+01 4.616727066040039062e+01 4.514899063110351562e+01 4.469139480590820312e+01 4.443739318847656250e+01 9.999999403953552246e-02
4.834006500244140625e+01 4.637996673583984375e+01 4.533971405029296875e+01 4.488292312622070312e+01 4.462558746337890625e+01 1.099999994039535522e-01
4.858570861816406250e+01 4.660876846313476562e+01 4.554112625122070312e+01 4.508449935913085938e+01 4.481916427612304688e+01 1.199999973177909851e-01
4.878842544555664062e+01 4.679721832275390625e+01 4.570566177368164062e+01 4.524741363525390625e+01 4.497945785522460938e+01 1.299999952316284180e-01
4.901802825927734375e+01 4.700368881225585938e+01 4.588489913940429688e+01 4.542112350463867188e+01 4.515008163452148438e+01 1.400000005960464478e-01
4.910831069946289062e+01 4.706789016723632812e+01 4.592014694213867188e+01 4.544715118408203125e+01 4.517573547363281250e+01 1.499999910593032837e-01
4.941830825805664062e+01 4.736391448974609375e+01 4.618800735473632812e+01 4.570716857910156250e+01 4.544039154052734375e+01 1.599999964237213135e-01
4.958949661254882812e+01 4.751430892944335938e+01 4.631182098388671875e+01 4.582304382324218750e+01 4.556284332275390625e+01 1.700000017881393433e-01
4.979375076293945312e+01 4.768986129760742188e+01 4.645777511596679688e+01 4.595755767822265625e+01 4.570164489746093750e+01 1.799999922513961792e-01
4.998774719238281250e+01 4.786170578002929688e+01 4.659862899780273438e+01 4.608766555786132812e+01 4.583434295654296875e+01 1.899999976158142090e-01
5.013761520385742188e+01 4.799547576904296875e+01 4.670615386962890625e+01 4.618769454956054688e+01 4.593532562255859375e+01 1.999999880790710449e-01
5.032463836669921875e+01 4.815876770019531250e+01 4.683547210693359375e+01 4.630766677856445312e+01 4.605556106567382812e+01 2.099999934434890747e-01
5.046442413330078125e+01 4.828372573852539062e+01 4.693148040771484375e+01 4.639667510986328125e+01 4.614765167236328125e+01 2.199999988079071045e-01
5.064679336547851562e+01 4.844001007080078125e+01 4.705093765258789062e+01 4.650793457031250000e+01 4.625697326660156250e+01 2.299999892711639404e-01
5.082809448242187500e+01 4.859078216552734375e+01 4.716821670532226562e+01 4.661545181274414062e+01 4.636341476440429688e+01 2.399999946355819702e-01
5.096165084838867188e+01 4.869908905029296875e+01 4.725335693359375000e+01 4.669332122802734375e+01 4.644324111938476562e+01 2.500000000000000000e-01
5.113927078247070312e+01 4.883955764770507812e+01 4.736526107788085938e+01 4.679459381103515625e+01 4.654697799682617188e+01 2.599999904632568359e-01
5.123914718627929688e+01 4.890233230590820312e+01 4.740197753906250000e+01 4.681959533691406250e+01 4.657555007934570312e+01 2.699999809265136719e-01
5.143808746337890625e+01 4.906831741333007812e+01 4.755267333984375000e+01 4.696186447143554688e+01 4.672292709350585938e+01 2.800000011920928955e-01
5.160712814331054688e+01 4.919620513916015625e+01 4.765969467163085938e+01 4.705550384521484375e+01 4.681813430786132812e+01 2.899999916553497314e-01
5.171168899536132812e+01 4.925601959228515625e+01 4.769915008544921875e+01 4.708168029785156250e+01 4.684329223632812500e+01 2.999999821186065674e-01
5.189451980590820312e+01 4.940685653686523438e+01 4.783484649658203125e+01 4.720949172973632812e+01 4.696630477905273438e+01 3.100000023841857910e-01
5.205530548095703125e+01 4.952858352661132812e+01 4.793239974975585938e+01 4.729716110229492188e+01 4.704598999023437500e+01 3.199999928474426270e-01
5.216635131835937500e+01 4.960851669311523438e+01 4.799451446533203125e+01 4.735443496704101562e+01 4.709485244750976562e+01 3.299999833106994629e-01
5.231241607666015625e+01 4.972789382934570312e+01 4.808728790283203125e+01 4.743811035156250000e+01 4.717060852050781250e+01 3.400000035762786865e-01
5.239901351928710938e+01 4.980519104003906250e+01 4.814705276489257812e+01 4.749162292480468750e+01 4.722055053710937500e+01 3.499999940395355225e-01
5.252362060546875000e+01 4.992273712158203125e+01 4.823845291137695312e+01 4.757300567626953125e+01 4.729889678955078125e+01 3.599999845027923584e-01
5.264067840576171875e+01 5.004057693481445312e+01 4.832835388183593750e+01 4.765351104736328125e+01 4.737245178222656250e+01 3.700000047683715820e-01
5.271421051025390625e+01 5.011268615722656250e+01 4.838516998291015625e+01 4.770451736450195312e+01 4.741463088989257812e+01 3.799999952316284180e-01
5.282603454589843750e+01 5.021480560302734375e+01 4.847634506225585938e+01 4.778258514404296875e+01 4.748331069946289062e+01 3.899999856948852539e-01
5.293639373779296875e+01 5.031008911132812500e+01 4.856915664672851562e+01 4.785869598388671875e+01 4.755106353759765625e+01 3.999999761581420898e-01
5.305049896240234375e+01 5.040173339843750000e+01 4.866205596923828125e+01 4.793261337280273438e+01 4.761867904663085938e+01 4.099999964237213135e-01
5.312772369384765625e+01 5.044759368896484375e+01 4.872092056274414062e+01 4.797398376464843750e+01 4.765756225585937500e+01 4.199999868869781494e-01
5.325072097778320312e+01 5.053340530395507812e+01 4.881537246704101562e+01 4.804475402832031250e+01 4.772336196899414062e+01 4.299999773502349854e-01
5.336837005615234375e+01 5.061721801757812500e+01 4.891089248657226562e+01 4.811513900756835938e+01 4.778853607177734375e+01 4.399999976158142090e-01
5.344952392578125000e+01 5.065938949584960938e+01 4.896994781494140625e+01 4.815377426147460938e+01 4.782143783569335938e+01 4.499999880790710449e-01
5.356200790405273438e+01 5.074399948120117188e+01 4.906301116943359375e+01 4.822146606445312500e+01 4.788578796386718750e+01 4.599999785423278809e-01
5.366239929199218750e+01 5.082947540283203125e+01 4.915427398681640625e+01 4.828761291503906250e+01 4.794765472412109375e+01 4.699999988079071045e-01
5.371749114990234375e+01 5.086919784545898438e+01 4.920598220825195312e+01 4.831722259521484375e+01 4.797555541992187500e+01 4.799999892711639404e-01
