9.405565261840820312e+00 7.504570960998535156e+00 6.686796188354492188e+00 6.257668972015380859e+00 6.043156623840332031e+00 0.000000000000000000e+00
4.409111404418945312e+01 4.219554519653320312e+01 4.135594177246093750e+01 4.092707061767578125e+01 4.071405029296875000e+01 9.999999776482582092e-03
4.501990890502929688e+01 4.312744903564453125e+01 4.226257324218750000e+01 4.183396148681640625e+01 4.161938858032226562e+01 1.999999955296516418e-02
4.567111206054687500e+01 4.377824401855468750e+01 4.289136886596679688e+01 4.246321105957031250e+01 4.224266052246093750e+01 2.999999932944774628e-02
4.621472930908203125e+01 4.431403350830078125e+01 4.340319824218750000e+01 4.297394180297851562e+01 4.274816894531250000e+01 3.999999910593032837e-02
4.664424896240234375e+01 4.473738098144531250e+01 4.380388641357421875e+01 4.337294006347656250e+01 4.314270401000976562e+01 4.999999701976776123e-02
4.704058074951171875e+01 4.512095642089843750e+01 4.416791152954101562e+01 4.373123168945312500e+01 4.349298095703125000e+01 5.999999865889549255e-02
4.736243820190429688e+01 4.543024826049804688e+01 4.446570968627929688e+01 4.402249526977539062e+01 4.377703857421875000e+01 7.000000029802322388e-02
4.767966842651367188e+01 4.573561096191406250e+01 4.475242996215820312e+01 4.430060195922851562e+01 4.405105590820312500e+01 7.999999821186065674e-02
4.794307327270507812e+01 4.599074554443359375e+01 4.498752593994140625e+01 4.452895736694335938e+01 4.427828216552734375e+01 8.999999612569808960e-02
4.821445465087890625e+01 4.624939346313476562e+01 4.522254943847656250e+01 4.476005935668945312e+01 4.450359344482421875e+01 9.999999403953552246e-02
4.844143295288085938e+01 4.646458435058593750e+01 4.541485595703125000e+01 4.495284271240234375e+01 4.469278335571289062e+01 1.099999994039535522e-01
4.868773651123046875e+01 4.669382476806640625e+01 4.561651229858398438e+01 4.515470886230468750e+01 4.488654327392578125e+01 1.199999973177909851e-01
4.889400863647460938e+01 4.688401031494140625e+01 4.578214645385742188e+01 4.531858825683593750e+01 4.504758834838867188e+01 1.299999952316284180e-01
4.912439346313476562e+01 4.709101486206054688e+01 4.596165847778320312e+01 4.549256896972656250e+01 4.521839141845703125e+01 1.400000005960464478e-01
4.921553802490234375e+01 4.715575408935546875e+01 4.599719238281250000e+01 4.551881027221679688e+01 4.524421691894531250e+01 1.499999910593032837e-01
4.953133010864257812e+01 4.745450973510742188e+01 4.626646423339843750e+01 4.577985382080078125e+01 4.550970458984375000e+01 1.599999964237213135e-01
4.970721817016601562e+01 4.760831832885742188e+01 4.639195632934570312e+01 4.589681243896484375e+01 4.563308715820312500e+01 1.700000017881393433e-01
4.991248321533203125e+01 4.778457641601562500e+01 4.653821182250976562e+01 4.603150177001953125e+01 4.577214813232421875e+01 1.799999922513961792e-01
5.007062530517578125e+01 4.792683029174804688e+01 4.665302276611328125e+01 4.613737869262695312e+01 4.588166046142578125e+01 1.899999976158142090e-01
5.026288223266601562e+01 4.809491729736328125e+01 4.678869247436523438e+01 4.626296997070312500e+01 4.600695037841796875e+01 1.999999880790710449e-01
5.045060348510742188e+01 4.825912094116210938e+01 4.691837310791015625e+01 4.638317871093750000e+01 4.612738418579101562e+01 2.099999934434890747e-01
5.059064102172851562e+01 4.838705444335937500e+01 4.701609802246093750e+01 4.647337341308593750e+01 4.622047042846679688e+01 2.199999988079071045e-01
5.077308654785156250e+01 4.854430389404296875e+01 4.713591766357421875e+01 4.658484268188476562e+01 4.632992553710937500e+01 2.299999892711639404e-01
5.091370773315429688e+01 4.866122817993164062e+01 4.722532272338867188e+01 4.666703796386718750e+01 4.641233825683593750e+01 2.399999946355819702e-01
5.109130096435546875e+01 4.880642318725585938e+01 4.733997344970703125e+01 4.677137756347656250e+01 4.651728057861328125e+01 2.500000000000000000e-01
5.126829910278320312e+01 4.894777679443359375e+01 4.745230865478515625e+01 4.687288665771484375e+01 4.662133789062500000e+01 2.599999904632568359e-01
5.136726760864257812e+01 4.901146316528320312e+01 4.748947143554687500e+01 4.689815902709960938e+01 4.665026473999023438e+01 2.699999809265136719e-01
5.156836700439453125e+01 4.918111038208007812e+01 4.764214706420898438e+01 4.704167938232421875e+01 4.679875946044921875e+01 2.800000011920928955e-01
