9.379555702209472656e+00 7.480875015258789062e+00 6.664348125457763672e+00 6.236216068267822266e+00 6.022160053253173828e+00 0.000000000000000000e+00
4.409111404418945312e+01 4.219554519653320312e+01 4.135594177246093750e+01 4.092707061767578125e+01 4.071405029296875000e+01 9.999999776482582092e-03
4.499160385131835938e+01 4.310249328613281250e+01 4.223982620239257812e+01 4.181240844726562500e+01 4.159840774536132812e+01 1.999999955296516418e-02
4.567111206054687500e+01 4.377824401855468750e+01 4.289136886596679688e+01 4.246321105957031250e+01 4.224266052246093750e+01 2.999999932944774628e-02
4.618695068359375000e+01 4.428967285156250000e+01 4.338030242919921875e+01 4.295202255249023438e+01 4.272676467895507812e+01 3.999999910593032837e-02
4.664424896240234375e+01 4.473738098144531250e+01 4.380388641357421875e+01 4.337294006347656250e+01 4.314270401000976562e+01 4.999999701976776123e-02
4.701138687133789062e+01 4.509496307373046875e+01 4.414453887939453125e+01 4.370922470092773438e+01 4.347167587280273438e+01 5.999999865889549255e-02
4.736243820190429688e+01 4.543024826049804688e+01 4.446570968627929688e+01 4.402249526977539062e+01 4.377703857421875000e+01 7.000000029802322388e-02
4.764992523193359375e+01 4.571040344238281250e+01 4.472874069213867188e+01 4.427809143066406250e+01 4.402917861938476562e+01 7.999999821186065674e-02
4.794307327270507812e+01 4.599074554443359375e+01 4.498752593994140625e+01 4.452895736694335938e+01 4.427828216552734375e+01 8.999999612569808960e-02
4.818225860595703125e+01 4.622280120849609375e+01 4.519853591918945312e+01 4.473754501342773438e+01 4.448182296752929688e+01 9.999999403953552246e-02
4.844143295288085938e+01 4.646458435058593750e+01 4.541485595703125000e+01 4.495284271240234375e+01 4.469278335571289062e+01 1.099999994039535522e-01
4.865538024902343750e+01 4.666598892211914062e+01 4.559158706665039062e+01 4.513141632080078125e+01 4.486414718627929688e+01 1.199999973177909851e-01
4.889400863647460938e+01 4.688401031494140625e+01 4.578214645385742188e+01 4.531858825683593750e+01 4.504758834838867188e+01 1.299999952316284180e-01
